Id,Title,Body
http://k.img.com.ua/rss/ua/3998600,У Києві інспекторам з паркування дозволять евакуювати авто,"У вересні набудуть чинності норми нового закону про паркування, відповідно до яких муніципальні інспектори отримають низку повноважень, зокрема, евакуювати припарковані авто. Про це в середу, 8 серпня, повідомив керівник КП Київтранспарксервіс Олександр Німас в ефірі телеканалу Київ.  Так, інспектори з паркування зможуть складати протоколи порушень й евакуювати машини, припарковані на перехрестях, велодоріжках, на місцях для людей з інвалідністю, у зонах руху громадського транспорту і пішохідного руху. Поки що це мають право робити винятково поліцейські.  Завдяки цьому закону, за словами Німаса, можна буде уникнути ситуацій, які складалися під час снігопадів взимку: неправильно припарковані машини заважали снігоочисній техніці. Тепер такі авто будуть відразу евакуювати.  У разі, якщо евакуаторів не вистачить, місто буде залучати додаткові на умовах аутсорсингу.  Раніше повідомлялося, що Київ введе великі штрафи за незаконну парковку. За кинуте авто в недозволеному місці доведеться заплатити понад тисячу гривень.  Нагадаємо, Верховна Рада 21 грудня прийняла законопроект № 5364 про реформування сфери паркування транспортних засобів."
http://k.img.com.ua/rss/ua/3995167,Поліція затримала підозрюваного у вбивстві дівчини в Києві,"Поліція затримала підозрюваного у згвалтуванні і вбивстві 16-річної дівчини на столичній Оболоні.  Тіло правоохоронці знайшли в лісосмузі напередодні вночі. Перед цим її сестра заявила в поліцію про зникнення дівчини, яка була із Закарпаття.  Як повідомляє ТСН, вона пішла з дому і не повернулася. В інтернеті з'явилося відео допиту підозрюваного. Йому - 54 роки, був підсудним. За його словами, він вигулював собаку і помітив цю дівчину на пробіжці. На відео чоловік розповідає про свої дії без краплі жалю.  'Я з нею познайомився. Запитав, куди така красива йде. Потім я запропонував їй зайнятися коханням. Вона сказала, що не хоче. Мені не те, що не по собі стало. Якось незручно. І я її потім узяв руками', - сказав затриманий.  Після цього чоловік розповів, що задушив дівчину хусткою, відтягнув від дороги, але згвалтувати не встиг. Його злякала молода пара, яка проходила в цей час поруч. Напередодні в Миколаєві п'яний військовий з ревнощів задушив кохану, а потім обікрав її квартиру. Тіло вбитої жінки знайшли у ванній кімнаті.  Перед цим у Харкові задушили місцеву вчительку в її власній квартирі.  Новини від Корреспондент.net у Telegram. Підписуйтесь на наш канал https://t.me/korrespondentnet."
http://k.img.com.ua/rss/ua/3992274,У Києві продавець шаурми поранив ножем відвідувача,"Увечері, 20 липня, в Києві, біля станції метро Дружби народів, продавець шаурми накинувся з величезним ножем на трьох молодих людей і поранив одного з них. Про це розповіла прес-офіцер Печерського райуправління поліції Києва Оксана Тищенко, пишуть Факты.  'Троє покупців замовили в кіоску шаурму. Поки чекали своє замовлення, виникла словесна перепалка з продавцем. Через що саме почалася сварка, ми поки не знаємо. Всі учасники подій зараз перебувають в райуправлінні і дають свідчення. Але відомо, що продавець, схопивши величезного ножа, яким обрізає м'ясо, вибіг з кіоску і вдарив одного з покупців', - розповіли в поліції.  Злякавшись, що накоїв, продавець не знайшов нічого кращого, як втекти. Але протягом кількох хвилин його затримали співробітники поліції. Зараз проводяться слідчі дії. Вирішується питання про відкриття кримінального провадження.  За словами очевидців, ніж був дуже великим і нагадував мачете. Хлопець отримав удар в руку, перехожі викликали поліцію і лікарів швидкої допомоги.  Раніше повідомлялося, що в Одесі зафіксували масовий інфекційний спалах після вживання потерпілими шаурми.  В Одесі після масового отруєння зносять кіоск з шаурмою   Новини від Корреспондент.net у Telegram. Підписуйтесь на наш канал https://t.me/korrespondentnet."
http://k.img.com.ua/rss/ua/3985019,На станції метро в Києві загинула людина,"Прес-служба Київського метрополітену повідомляє, що ввечері в четвер, 28 червня, на станції метро Лівобережна один з пасажирів потрапив під поїзд. В результаті інциденту чоловік не вижив.  'Станція Лівобережна. Людина потрапила під потяг. Летально', - повідомили в Київському метрополітені. Згодом рух поїздів було відновлено.  Нагадаємо, раніше в Київському метрополітені помітили зачеперів. Підлітки в районі станції метро Лівобережна пересувалися по даху вагона поїзда, який їхав на високій швидкості.  У Мережі показали, як підлітки стрибають під колеса поїзда метро Києва"
http://k.img.com.ua/rss/ua/3985016,"Мінкульт показав, як виглядатиме музей Революції гідності","У Києві під час брифінгу переможці міжнародного відкритого архітектурного конкурсу проектів на найкращу пропозицію щодо Національного меморіального комплексу Героїв Небесної Сотні - Музею Революції гідності продемонстрували свій проект. Про це повідомляється в прес-службі Міністерства культури України.  Конкурс виграли німецькі архітектори Ян Кляйхус і Йоханес Кресснер.  'Для нас було великою честю брати участь у цьому конкурсі. Взагалі проведення цього конкурсу свідчить про те, що українці - відкрита до світу нація. Суть проекту Музею Революції Гідності стосується одночасно минулого і майбутнього', - розповідає Кляйхус. За словами архітекторів, у своїй роботі вони намагалися максимально гармонійно поєднати музей і меморіал. Це поєднання має полягати у відображенні ніш, які згодом будуть розташовані на Алеї Героїв Небесної Сотні, де стоятимуть пам'ятники, які люди самі виготовляли на честь загиблих героїв. 'Особливо приємно усвідомлювати, що ідея, яку ми намагалися закласти, була прочитана членами журі під час оцінки проекту, зокрема, це ідея похилого пандуса, який у підсумку перетворює музей на фінальну точку шляху пам'яті', - зазначають автори.  Як повідомляв Корреспондент.net, раніше президент Петро Порошенко затвердив виділення землі під музей Революції гідності в Києві. Відповідний закон був прийнятий Верховною Радою 21 лютого 2017 року. Раніше цей документ був визначений Порошенком як невідкладний. Київ виділив землю під музей Революції гідності       "
http://k.img.com.ua/rss/ua/3984997,У Києві помітили лідера Rammstein,"Німецького музиканта, фронтмена і вокаліста популярного рок-гурту Rammstein Тілль Ліндеманна несподівано помітили в Києві на Поштовій площі. Про це свідчить фото в Facebook на сторінці 'Музей на Поштовій площі', розміщене Віталієм Белецьким.  Ліндеманн відвідав активістів, що вимагають розірвати договір із забудовником торгового центру і створити на Поштовій площі музей, присвячений знайденим тут старовинним артефактам.  'До нас приїхав Ліндеманн, Rammstein', - написав на сторінці 'Музей на Поштовій площі' в Facebook Віталій Білецький і виклав фото з музикантом.   За словами активістів, лідер Rammstein пересувався містом без охорони, тільки в компанії перекладача і ще одного супроводжуючого.  З якою саме метою музикант прибув до Києва поки невідомо.  Раніше ЗМІ повідомляли, що Світлана Лобода чекає на другу дитину від Тилля Ліндеманна, фронтмена культового німецького гурту Rammstein.  Rammstein назвала терміни виходу нового альбому   Новини від Корреспондент.net в Telegram. Підписуйтесь на наш канал https://t.me/korrespondentnet"
http://k.img.com.ua/rss/ua/3982104,"Вибух авто в Києві: власник запевняє, що хотів викинути гранату","Про це повідомляють Українські новини, посилаючись на джерело в правоохоронних органах. 'Власник автомобіля повідомив, що нібито знайшов гранату, сховав її в автомобілі, але хотів пізніше викинути у воду, однак, за його словами, не встиг це зробити, оскільки виїхав до родичів', - сказав співрозмовник. За його словами, правоохоронні органи сумніваються в такій версії подій підозрюваного. 'Наприклад, якщо він так хотів, то чому сховав гранату в коробці з-під чаю?' - здивований джерело. Він повідомив, що чоловік підозрюється в незаконному поводженні зі зброєю, боєприпасами або вибухівкою, а також в необережному тяжкому тілесному ушкодженні. Співрозмовник зазначив, що чоловік свідомо визнав провину у трагедії, оскільки розуміє, що відповідальність за те, що трапилося, лежить на ньому. Нагадаємо, минулого тижня в Святошинському районі Києва діти залізли в старий автомобіль, відкрили бардачок, після чого пролунав вибух. За словами глави МВС, власник авто встановив вибухівку після попереднього проникнення в машину. Сам чоловік казав, що нічого про неї не знає. Його затримали. Сьогодні стало відомо про стан дітей після вибуху. Хлопчику провели повну реконструкцію ока, він у реанімації. Дівчаток перевели у звичайну палату.    Новини від Корреспондент.net у Telegram. Підписуйтесь на наш канал https://t.me/korrespondentnet"
http://k.img.com.ua/rss/ua/3981246,Марш рівності 2018: онлайн-трансляція,"Акція за участю представників сексуальних меншин і осіб, які підтримують право людей на вільний вибір орієнтації, почнеться біля будівлі Національної опери України о 9.00. Запланована участь понад п'ять тисяч осіб. 	З проханням до влади Києва про відмову проведення заходу вже виступив глава УПЦ Московського патріархату Митрополит Онуфрій. А ось депутати Європарламенту попросили народних обранців не тільки підтримати, а й узяти участь у Марші рівності. 	 		Марш рівності-2018 у Києві: онлайн трансляція 	 		  	 		 Дивіться фото: Марш рівності 2018: онлайн-трансляція. Марш рівності ще не почався, а вже відбулися перші сутички: націоналісти з організації С14 побилися з поліцією. Правоохоронці затримали 56 осіб, п'ять поліцейських постраждали. Націоналісти стверджують, що їх 'побили кийками і залили сльозогінним газом'.   Відео-онлайн з ЛГБТ-маршу 17.06.2018:   Серед учасників Маршу рівності присутні народні депутати Сергій Лещенко та Світлана Заліщук, передає Громадське. Серед учасників Маршу рівності присутні українські депутати Сергій Лещенко та Світлана ЗаліщукНАЖИВО: https://t.co/NjlpTHp970 pic.twitter.com/2euMfONZl1&mdash; Hromadske.UA (@HromadskeUA) 17 июня 2018 г. Також у Марші рівності в Києві беруть участь євродепутат Ребекка Хармс і міністр Європи Німеччини Майкл Рот. Слід зазначити, що Ребекка Хармс уже брала участь у київському гей-параді. Я тут для того, щоб висловити солідарність і підтримати активістів. По всій Європі ми вболіваємо за дотримання рівних прав для всіх людей. Я пишаюся бути тут — міністр Європи Німеччини Майкл РотНАЖИВО: https://t.co/NjlpTHp970 pic.twitter.com/PU9lcKZMSm&mdash; Hromadske.UA (@HromadskeUA) 17 июня 2018 г. За кілька днів до демонстрації омбудсмен Людмила Денісова закликала мера Києва Віталія Кличка та начальника Нацполіції Сергія Князєва забезпечити порядок під час проведення маршу. Звернення обмудсмена, у якому йдеться про недопущення дискримінації і насильства щодо учасників акції, також було відправлено до Верховної Ради України. Денісова нагадує про те, що кожному громадянину країни Основним законом держави гарантовано право вільно висловлювати свої погляди і збиратися на мирні демонстрації. Правоохоронці охороняють порядок на марші ЛГБТ-спільноти в Києві (фото: EPA/UPG) Марші рівності проходять в Україні з 2013 року, хоча перший подібний захід мав відбутися роком раніше. У 2014 році ходу було скасовано. Практично всі проведені марші закінчувалися бійками між правоохоронцями і противниками ЛГБТ-спільноти. Тільки у 2016 році акція в самому центрі столиці закінчилася без пригод.   Марш рівності в Києві у 2017 році:       Порошенко відповів на заклик заборонити ЛГБТ-марші   Новини від Корреспондент.net у Telegram. Підписуйтесь на наш канал https://t.me/korrespondentnet    "
http://k.img.com.ua/rss/ua/3981174,"У Мережі показали, як підлітки стрибають під колеса поїзда в метро Києва","У мережі опублікували відео, як підлітки стрибають під колеса поїзда в київському метрополітені. 'Два дебіли' в Києві. Малолітні розважаються, стрибаючи в жолоб під поїзд метро. У результаті екстрена зупинка і збій руху. Як покарати таких придурків?' - описав те, що відбувається журналіст порталу ДТП.Киев.юа Влад Антонов. Нагадаємо, раніше в київському метрополітені помітили зацеперів. Підлітки в районі станції метро Лівобережна пересувалися по даху вагона поїзда, який їде на високій швидкості."
http://k.img.com.ua/rss/ua/3981045,У Києві на вихідних обмежать рух на Виноградарі,"У Києві дві ночі поспіль буде обмежено рух на проспекті Василя Порика на Виноградарі. Про це повідомляє Київавтодор в п'ятницю, 15 червня. 'У зв'язку з ремонтом асфальтобетонного покриття по вул. Василя Порика на ділянці від будинку №7 до вул. Правди буде частково обмежено рух транспорту', - йдеться в повідомленні. Зазначається, що рух транспорту буде обмежено з 21:00 15 червня до 06:00 16 червня; з 21:00 16 червня до 06:00 17 червня. Раніше повідомлялося, що в Києві на вихідних, 16 і 17 червня, метро працюватиме на годину довше через проведення Другого фестивалю MotoOpenFest. При цьому три станції метро в центрі Києва будуть закриті вранці 17 червня у зв'язку з проведенням Маршу рівності."
http://k.img.com.ua/rss/ua/4168163,В Індії кінним поліцейським видали палиці замість коней,"В індійському місті Фірозабад пройшли поліцейські навчання, які викликали подив у інтернет-користувачів після того, як кадри із заходу потрапили в Мережу, пише News Jizz. Отже, кінним поліцейським на навчаннях видали не коней, а палиці. Охоронцям порядку довелося бігати з палицями між ніг, імітуючи їзду на конях. Курйозні навчання кінної поліції // Фото: News Jizz Коли інцидент набув широкого розголосу, то керівнику місцевої поліції довелося пояснювати, що на навчаннях довелося діяти в такий спосіб через нестачу коней. Також він попросив не висміювати поліцейських. This is part of an anti riot drill conducted by the @firozabadpolice yesterday . In anticipation of the #AyodhyaVerdict . Serious question - could anyone explain what's going on ? What exactly is this drill ? pic.twitter.com/weXNM7OnrX — Alok Pandey (@alok_pandey) November 8, 2019 Нагадаємо, що в США зчинився скандал після того, як кінна поліція вела темношкірого арештанта на мотузці. Також повідомлялося, що в Одесі патрульні поліцейські зупинили коня, який раптово вибіг на проїжджу частину."
